医院名称,医院等级,医院类型,床位数,地址,电话,省份,建立时间,员工数量,年门诊量,数据来源,更新时间,疾病名称,年份,月份,发病人数,死亡人数,治愈人数,病死率,治愈率,统计日期,政策标题,文号,发布日期,政策类型,发布部门,实施日期,政策级别,适用范围,研究标题,研究领域,研究类型,发表期刊,发表年份,发表月份,影响因子,样本量,研究机构,第一作者,通讯作者,基金支持,关键词
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,7.0,17148.0,97.0,14735.0,0.57,85.93,2023-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,8.0,24601.0,175.0,21436.0,0.71,87.13,2023-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,9.0,31231.0,180.0,25431.0,0.58,81.43,2023-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,10.0,19104.0,670.0,17111.0,3.51,89.57,2023-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,11.0,23736.0,1153.0,19079.0,4.86,80.38,2023-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肾结石,2023.0,12.0,49202.0,1514.0,46473.0,3.08,94.45,2023-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,1.0,32990.0,224.0,26676.0,0.68,80.86,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,2.0,12496.0,99.0,10570.0,0.79,84.59,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,3.0,20114.0,344.0,18102.0,1.71,90.0,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,4.0,32690.0,1465.0,24061.0,4.48,73.6,2024-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,5.0,17589.0,215.0,14252.0,1.22,81.03,2024-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,6.0,32484.0,329.0,27106.0,1.01,83.44,2024-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,7.0,41895.0,1917.0,38080.0,4.58,90.89,2024-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,8.0,47029.0,659.0,33698.0,1.4,71.65,2024-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,9.0,4659.0,102.0,4018.0,2.19,86.24,2024-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,10.0,22143.0,1034.0,18369.0,4.67,82.96,2024-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,11.0,27995.0,1098.0,26183.0,3.92,93.53,2024-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,高血压,2024.0,12.0,35754.0,125.0,33651.0,0.35,94.12,2024-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,1.0,9494.0,222.0,8512.0,2.34,89.66,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,2.0,39859.0,1051.0,30184.0,2.64,75.73,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,3.0,28903.0,989.0,23605.0,3.42,81.67,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,4.0,19488.0,373.0,17582.0,1.91,90.22,2024-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,5.0,26975.0,1268.0,20756.0,4.7,76.95,2024-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,6.0,10879.0,277.0,9696.0,2.55,89.13,2024-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,7.0,5248.0,81.0,4787.0,1.54,91.22,2024-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,8.0,39973.0,976.0,31346.0,2.44,78.42,2024-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,9.0,31225.0,1365.0,24254.0,4.37,77.67,2024-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,10.0,15596.0,737.0,14061.0,4.73,90.16,2024-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,11.0,7628.0,293.0,7242.0,3.84,94.94,2024-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,糖尿病,2024.0,12.0,7101.0,113.0,6469.0,1.59,91.1,2024-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,1.0,37915.0,525.0,32908.0,1.38,86.79,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,2.0,28158.0,138.0,21927.0,0.49,77.87,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,3.0,4581.0,159.0,3428.0,3.47,74.83,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,4.0,23543.0,543.0,20101.0,2.31,85.38,2024-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,5.0,23898.0,597.0,17249.0,2.5,72.18,2024-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,6.0,22838.0,1069.0,20269.0,4.68,88.75,2024-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,7.0,37197.0,1273.0,33261.0,3.42,89.42,2024-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,8.0,30563.0,704.0,28112.0,2.3,91.98,2024-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,9.0,8312.0,152.0,7649.0,1.83,92.02,2024-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,10.0,35413.0,105.0,30953.0,0.3,87.41,2024-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,11.0,14473.0,331.0,10734.0,2.29,74.17,2024-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,冠心病,2024.0,12.0,15008.0,421.0,12355.0,2.81,82.32,2024-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,1.0,49663.0,1900.0,44279.0,3.83,89.16,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,2.0,27713.0,1028.0,19599.0,3.71,70.72,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,3.0,16545.0,14.0,12843.0,0.08,77.62,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,4.0,38141.0,1318.0,29289.0,3.46,76.79,2024-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,5.0,25044.0,634.0,20064.0,2.53,80.11,2024-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,6.0,11145.0,72.0,9916.0,0.65,88.97,2024-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,7.0,10456.0,388.0,9564.0,3.71,91.47,2024-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,8.0,34243.0,854.0,31431.0,2.49,91.79,2024-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,9.0,33350.0,162.0,30175.0,0.49,90.48,2024-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,10.0,17245.0,540.0,16374.0,3.13,94.95,2024-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,11.0,28004.0,887.0,25302.0,3.17,90.35,2024-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,脑卒中,2024.0,12.0,25939.0,936.0,22379.0,3.61,86.28,2024-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,1.0,34452.0,45.0,25815.0,0.13,74.93,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,2.0,44614.0,785.0,38755.0,1.76,86.87,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,3.0,23392.0,391.0,21271.0,1.67,90.93,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,4.0,49538.0,2317.0,39316.0,4.68,79.37,2024-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,5.0,28331.0,1048.0,22141.0,3.7,78.15,2024-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,6.0,28570.0,899.0,26285.0,3.15,92.0,2024-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,7.0,33334.0,131.0,23468.0,0.39,70.4,2024-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,8.0,43551.0,253.0,33590.0,0.58,77.13,2024-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,9.0,18107.0,259.0,15582.0,1.43,86.06,2024-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,10.0,26205.0,1143.0,19062.0,4.36,72.74,2024-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,11.0,38333.0,1754.0,36353.0,4.58,94.83,2024-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,恶性肿瘤,2024.0,12.0,36635.0,1008.0,25864.0,2.75,70.6,2024-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,1.0,39546.0,51.0,33542.0,0.13,84.82,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,2.0,10624.0,413.0,8037.0,3.89,75.65,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,3.0,25092.0,1053.0,19209.0,4.2,76.55,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,4.0,36319.0,833.0,29135.0,2.29,80.22,2024-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,5.0,47683.0,820.0,42717.0,1.72,89.59,2024-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,6.0,24261.0,632.0,21768.0,2.61,89.72,2024-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,7.0,5084.0,161.0,4481.0,3.17,88.14,2024-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,8.0,48211.0,233.0,45584.0,0.48,94.55,2024-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,9.0,43141.0,6.0,38327.0,0.01,88.84,2024-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,10.0,25515.0,1116.0,22951.0,4.37,89.95,2024-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,11.0,5040.0,42.0,3697.0,0.83,73.35,2024-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性阻塞性肺疾病,2024.0,12.0,16776.0,363.0,15856.0,2.16,94.52,2024-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,1.0,16861.0,393.0,15376.0,2.33,91.19,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,2.0,45475.0,586.0,34701.0,1.29,76.31,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,3.0,1450.0,59.0,1327.0,4.07,91.52,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,4.0,5526.0,12.0,4741.0,0.22,85.79,2024-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,5.0,1178.0,13.0,974.0,1.1,82.68,2024-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,6.0,11504.0,157.0,10227.0,1.36,88.9,2024-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,7.0,39176.0,1150.0,31480.0,2.94,80.36,2024-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,8.0,23089.0,1045.0,17359.0,4.53,75.18,2024-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,9.0,22678.0,873.0,16471.0,3.85,72.63,2024-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,10.0,24084.0,1134.0,18778.0,4.71,77.97,2024-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,11.0,46007.0,843.0,43372.0,1.83,94.27,2024-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,慢性肾病,2024.0,12.0,14883.0,623.0,11160.0,4.19,74.98,2024-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,1.0,49080.0,1491.0,44946.0,3.04,91.58,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,2.0,4393.0,130.0,3585.0,2.96,81.61,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,3.0,49272.0,361.0,38371.0,0.73,77.88,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,4.0,13326.0,440.0,12597.0,3.3,94.53,2024-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,5.0,48623.0,577.0,44009.0,1.19,90.51,2024-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,6.0,24274.0,768.0,22821.0,3.16,94.01,2024-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,7.0,21964.0,155.0,19639.0,0.71,89.41,2024-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,8.0,14627.0,323.0,12647.0,2.21,86.46,2024-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,9.0,13034.0,544.0,12177.0,4.17,93.42,2024-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,10.0,23137.0,548.0,20314.0,2.37,87.8,2024-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,11.0,24626.0,608.0,21431.0,2.47,87.03,2024-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肝炎,2024.0,12.0,34171.0,257.0,31568.0,0.75,92.38,2024-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,1.0,34311.0,1337.0,25740.0,3.9,75.02,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,2.0,15566.0,21.0,13609.0,0.13,87.43,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,3.0,47671.0,1883.0,41686.0,3.95,87.45,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,4.0,41970.0,698.0,29617.0,1.66,70.57,2024-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,5.0,16022.0,640.0,14702.0,3.99,91.76,2024-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,6.0,28132.0,620.0,21674.0,2.2,77.04,2024-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,7.0,25074.0,580.0,23432.0,2.31,93.45,2024-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,8.0,34112.0,475.0,25027.0,1.39,73.37,2024-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,9.0,12599.0,335.0,11271.0,2.66,89.46,2024-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,10.0,40919.0,1525.0,28887.0,3.73,70.6,2024-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,11.0,22450.0,350.0,15751.0,1.56,70.16,2024-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,肺炎,2024.0,12.0,49726.0,2005.0,45342.0,4.03,91.18,2024-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,1.0,28173.0,532.0,24620.0,1.89,87.39,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,2.0,32696.0,605.0,24184.0,1.85,73.97,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,3.0,30788.0,474.0,27105.0,1.54,88.04,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,4.0,14877.0,225.0,11501.0,1.51,77.31,2024-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,5.0,3070.0,116.0,2855.0,3.78,93.0,2024-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,6.0,36291.0,911.0,26806.0,2.51,73.86,2024-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,7.0,44918.0,1229.0,42515.0,2.74,94.65,2024-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,8.0,23552.0,974.0,18742.0,4.14,79.58,2024-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,9.0,34491.0,870.0,30017.0,2.52,87.03,2024-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,10.0,12726.0,214.0,10534.0,1.68,82.78,2024-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,11.0,21973.0,307.0,20324.0,1.4,92.5,2024-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,胃炎,2024.0,12.0,10583.0,244.0,7521.0,2.31,71.07,2024-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,1.0,16572.0,114.0,15493.0,0.69,93.49,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,2.0,40716.0,448.0,28819.0,1.1,70.78,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,3.0,13248.0,192.0,9656.0,1.45,72.89,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,4.0,23877.0,613.0,18589.0,2.57,77.85,2024-04-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,5.0,32297.0,761.0,30079.0,2.36,93.13,2024-05-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,6.0,46613.0,597.0,37797.0,1.28,81.09,2024-06-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,7.0,39903.0,28.0,33855.0,0.07,84.84,2024-07-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,8.0,11221.0,488.0,9996.0,4.35,89.08,2024-08-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,9.0,4121.0,179.0,3100.0,4.34,75.22,2024-09-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,10.0,2647.0,25.0,2068.0,0.94,78.13,2024-10-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,11.0,38977.0,420.0,34426.0,1.08,88.32,2024-11-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,关节炎,2024.0,12.0,45609.0,1180.0,32822.0,2.59,71.96,2024-12-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,骨质疏松,2024.0,1.0,44903.0,344.0,37078.0,0.77,82.57,2024-01-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,骨质疏松,2024.0,2.0,35778.0,1117.0,30481.0,3.12,85.19,2024-02-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,骨质疏松,2024.0,3.0,4991.0,90.0,4213.0,1.8,84.41,2024-03-01,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,疾病监测系统,2025-06-12 22:43:38,骨质疏松,2024.0,4.0,14189.0,190.0,12984.0,1.34,91.51,2024-04-01,,,,,,,,,,,,,,,,,,,,,
